App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Apple_Store_Rating,Apple_Store_Reviews,Apple_Store_Price
Block Buddy,MEDICAL,4.0,15,5.0,1000,Paid,14.99,Everyone,Medical,2018-08-01,7.6.14,4.0 and up,0.0,,,
Super Hearing Secret Voices Recorder PRO,MEDICAL,5.0,3,23.0,100,Paid,2.99,Everyone,Medical,2018-04-20,1.0,4.1 and up,0.0,,,
EMT Study - NREMT Test Prep,MEDICAL,4.3,35,862.0,5000,Paid,3.99,Everyone,Medical,2014-12-03,1.1,4.0.3 and up,0.0,,,
Calcium Pro,MEDICAL,3.4,77,9.9,5000,Paid,2.99,Everyone,Medical,2017-04-18,1.6.2,4.0.3 and up,0.0,,,
EMT PASS,MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,Medical,2014-10-22,2.0.2,4.0 and up,0.0,,,
Pocket Lab Values,MEDICAL,4.3,214,899.0,10000,Paid,2.99,Everyone,Medical,2012-11-22,2.5,2.1 and up,0.0,,,
Medical terms (OFFLINE),MEDICAL,4.4,104,38.0,1000,Paid,2.99,Teen,Medical,2018-05-24,3.2.0,4.1 and up,0.0,,,
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100,Paid,12.99,Everyone,Medical,2018-07-25,7,3.0 and up,0.0,,,
ERres- Emergency Medicine,MEDICAL,4.2,45,14.0,1000,Paid,4.99,Everyone,Medical,2015-08-18,6.0,4.0 and up,0.0,,,
FHR 5-Tier 2.0,MEDICAL,5.0,2,1.2,500,Paid,2.99,Everyone,Medical,2015-12-16,1.0,4.0 and up,0.0,,,
AnatomyMapp,MEDICAL,4.1,80,48.0,5000,Paid,14.99,Everyone,Medical,2013-11-05,1.0,3.0 and up,0.0,,,
OptoDrum,MEDICAL,3.9,10,378.0,1000,Paid,5.99,Everyone,Medical,2015-05-26,1.0,3.0 and up,0.0,,,
"Migraine, Headache Diary HeadApp Pro",MEDICAL,4.6,156,22.0,500,Paid,3.49,Everyone,Medical,2018-03-14,1.10.0.user.pro.release,4.4 and up,0.0,,,
Blood Pressure Companion,MEDICAL,4.2,178,4.8,1000,Paid,0.99,Everyone,Medical,2018-07-22,4.1.5 (Steglitz),4.1 and up,0.0,,,
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25.0,10000,Paid,24.99,Everyone,Medical,2017-08-11,7.1.17,4.4 and up,0.0,,,
CCHT PREP,MEDICAL,3.6,25,266.0,1000,Paid,10.99,Everyone,Medical,2016-12-08,1.2,2.1 and up,0.0,,,
Paramedic Meds,MEDICAL,4.5,163,375.0,10000,Paid,1.99,Everyone,Medical,2015-08-03,3.4.3,1.6 and up,0.0,,,
OmniMedix Medical Calculator,MEDICAL,4.7,25,1.2,1000,Paid,4.99,Everyone,Medical,2016-06-11,3.1.6,3.0 and up,0.0,,,
Lab Values + Medical Reference,MEDICAL,4.5,133,2.8,10000,Paid,2.99,Everyone,Medical,2014-08-02,3.0,2.3 and up,0.0,,,
Recognise Foot,MEDICAL,4.2,9,95.0,1000,Paid,7.49,Everyone,Medical,2017-09-14,1.0.3,4.1 and up,0.0,,,
Anti Mosquito simulation,MEDICAL,4.2,74,2.6,1000,Paid,1.5,Everyone,Medical,2014-09-06,1.0,2.3.3 and up,0.0,,,
Pain Tracker & Diary,MEDICAL,4.3,3,4.6,100,Paid,2.99,Everyone,Medical,2018-01-02,1.50,4.1 and up,0.0,,,
Whist - Tinnitus Relief,MEDICAL,4.1,12,5.1,1000,Paid,1.99,Everyone,Medical,2017-03-02,1.2,4.1 and up,0.0,,,
Critical Care Paramedic Review,MEDICAL,4.4,17,1.8,1000,Paid,9.99,Everyone 10+,Medical,2018-05-14,2.0.5,4.4W and up,0.0,,,
"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,53.0,1000,Paid,3.99,Everyone,Medical,2018-05-08,2.29,4.2 and up,0.0,,,
Acupuncture Assistant,MEDICAL,4.5,492,39.0,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,0.0,,,
InfantRisk Center HCP,MEDICAL,2.6,41,14.0,1000,Paid,9.99,Everyone,Medical,2015-05-06,1.3.4,2.3.3 and up,0.0,,,
EMT Tutor NREMT-B Study Guide,MEDICAL,4.6,625,8.4,10000,Paid,3.99,Everyone,Medical,2017-01-08,2.1,2.1 and up,0.0,,,
Hospitalist Handbook,MEDICAL,4.8,12,18.0,1000,Paid,19.99,Everyone,Medical,2017-06-05,6.0.4,4.1 and up,0.0,,,
PTA Content Master,MEDICAL,4.2,64,41.0,1000,Paid,29.99,Everyone,Medical,2015-12-22,2.1,2.2 and up,0.0,,,
Navi Radiography Pro,MEDICAL,4.7,11,100.0,500,Paid,15.99,Everyone,Medical,2018-01-14,1.2.0,4.0.3 and up,0.0,,,
Nursing Care Plan NANDA Tables,MEDICAL,3.0,4,3.4,500,Paid,0.99,Everyone,Medical,2017-05-09,1.0,2.3.3 and up,0.0,,,
A Manual of Acupuncture,MEDICAL,3.5,214,68.0,1000,Paid,33.99,Everyone,Medical,2017-10-02,2.1.35,4.0 and up,0.0,,,
palmPEDi: Pediatric Tape,MEDICAL,4.6,66,2.6,5000,Paid,0.99,Everyone,Medical,2013-12-02,4.1,3.2 and up,0.0,,,
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11.0,1000000,Free,0.0,Everyone,Medical,2018-07-26,5.4.8,4.1 and up,0.2524710424710424,,,
FollowMyHealth®,MEDICAL,4.6,73118,37.0,1000000,Free,0.0,Everyone,Medical,2018-05-10,3.3,4.4 and up,0.1894276710984748,,,
Ovia Pregnancy Tracker & Baby Countdown Calendar,MEDICAL,4.8,102858,9.8,1000000,Free,0.0,Everyone,Medical,2018-08-03,2.2.4,4.3 and up,0.0,,,
Teladoc Member,MEDICAL,4.0,2094,23.0,500000,Free,0.0,Everyone,Medical,2018-07-26,3.19,4.3 and up,0.0,,,
myAir™ for Air10™ by ResMed,MEDICAL,3.7,236,18.0,50000,Free,0.0,Everyone,Medical,2018-07-25,1.1.0.0.1487,5.0 and up,0.0,,,
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000,Free,0.0,Everyone,Medical,2018-07-24,3.27.3,4.1 and up,0.4449430199430199,,,
Pregnancy Week By Week,MEDICAL,4.8,78825,11.0,1000000,Free,0.0,Everyone,Medical,2018-08-02,1.2.16,4.1 and up,0.0,,,
BioLife Plasma Services,MEDICAL,3.5,250,23.0,100000,Free,0.0,Everyone,Medical,2018-07-09,1.2.0,4.4 and up,0.154806166056166,,,
OneTouch Reveal,MEDICAL,3.9,6266,34.0,500000,Free,0.0,Everyone,Medical,2018-05-22,3.5,5.1 and up,0.0,,,
To,MEDICAL,4.2,22,15.0,10000,Free,0.0,Everyone,Medical,2018-05-30,Varies with device,Varies with device,0.0,,,
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53743,13.0,1000000,Free,0.0,Everyone,Medical,2018-07-27,Varies with device,4.3 and up,0.0,,,
Anthem Anywhere,MEDICAL,2.7,2657,24.0,500000,Free,0.0,Everyone,Medical,2018-07-27,8.0.226,4.4 and up,-0.0879773143523143,,,
Blood Donor,MEDICAL,4.2,4476,20.0,500000,Free,0.0,Everyone,Medical,2018-07-31,1.6.2,4.1 and up,0.2052214485250199,,,
My Calendar - Period Tracker,MEDICAL,4.7,156410,14.0,5000000,Free,0.0,Everyone,Medical,2018-08-03,5.9.6,4.1 and up,0.0,,,
Youper - AI Therapy,MEDICAL,4.6,2006,69.0,50000,Free,0.0,Everyone,Medical,2018-08-03,6.02.000,6.0 and up,0.0,,,
Zocdoc: Find Doctors & Book Appointments,MEDICAL,4.5,6099,38.0,500000,Free,0.0,Everyone,Medical,2018-07-31,3.18.2,4.3 and up,0.0,,,
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26.0,1000000,Free,0.0,Everyone,Medical,2018-07-27,7.4.1,5.0 and up,0.3181447736291486,,,
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,500000,Free,0.0,Everyone,Medical,2018-04-13,1.4.6,4.0 and up,0.3250549115005365,,,
PulsePoint Respond,MEDICAL,4.5,7837,21.0,100000,Free,0.0,Everyone,Medical,2018-07-31,2.4,4.1 and up,0.0,,,
Ovia Parenting & Baby Development Tracker,MEDICAL,4.7,6185,38.0,100000,Free,0.0,Everyone,Medical,2018-08-03,1.2.0,4.3 and up,0.0,,,
MyQuest for Patients,MEDICAL,4.0,3803,16.0,100000,Free,0.0,Everyone,Medical,2018-03-13,2.17,4.0 and up,0.0,,,
OptumRx,MEDICAL,3.4,1838,21.0,100000,Free,0.0,Everyone,Medical,2018-07-02,2.11.0,4.0.3 and up,0.0,,,
CVS Caremark,MEDICAL,3.5,3707,10.0,500000,Free,0.0,Everyone,Medical,2018-07-28,4.36,4.4 and up,0.1919080225330225,,,
fred's Pharmacy,MEDICAL,3.0,315,22.0,100000,Free,0.0,Everyone,Medical,2017-10-10,1.0.02,4.0 and up,0.0,,,
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000,Free,0.0,Everyone,Medical,2018-07-16,2.25.0,4.4 and up,0.3032562929106828,,,
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189,36.0,1000000,Free,0.0,Everyone,Medical,2018-08-06,3.52.1,5.0 and up,0.0,,,
ClearCareGo Caregiver,MEDICAL,4.2,1746,16.0,50000,Free,0.0,Everyone,Medical,2018-07-25,2.1.3,4.1 and up,0.0,,,
Pregnancy Calculator and Tracker app,MEDICAL,4.8,69126,61.0,1000000,Free,0.0,Everyone,Medical,2018-06-01,2.6.1,4.1 and up,0.0,,,
All Mental disorders,MEDICAL,4.5,453,11.0,100000,Free,0.0,Everyone,Medical,2017-07-07,1.1,4.0.3 and up,0.1986024636532449,,,
DreamMapper,MEDICAL,4.2,10710,8.5,100000,Free,0.0,Everyone,Medical,2018-07-03,2.15,5.0 and up,0.0,,,
ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700,37.0,100000,Free,0.0,Everyone,Medical,2018-06-21,3.3.0,4.4 and up,0.0,,,
MoodSpace,MEDICAL,4.5,503,22.0,50000,Free,0.0,Everyone,Medical,2018-06-10,3.2.4,5.0 and up,0.0,,,
Pill Identifier and Drug list,MEDICAL,4.0,488,17.0,100000,Free,0.0,Everyone,Medical,2018-08-01,3.8,4.1 and up,0.0,,,
HealtheLife,MEDICAL,3.6,190,7.7,100000,Free,0.0,Everyone,Medical,2018-01-02,2.4.0,4.4 and up,0.0632123015873016,,,
SonicCloud: Hearing App,MEDICAL,4.4,15,39.0,1000,Free,0.0,Everyone,Medical,2018-07-19,1.16.0,4.1 and up,0.0,,,
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4.7,26862,30.0,500000,Free,0.0,Everyone,Medical,2018-06-25,25.3.1,4.0.3 and up,0.0,,,
Period Tracker,MEDICAL,4.9,100082,3.7,1000000,Free,0.0,Everyone,Medical,2018-07-09,1.2.2,4.1 and up,0.0,,,
LabCorp | Patient,MEDICAL,3.6,27,28.0,10000,Free,0.0,Everyone,Medical,2018-04-19,1.0.0,4.1 and up,0.0,,,
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16.0,1000000,Free,0.0,Everyone,Medical,2018-07-18,2.0,4.1 and up,0.2265324499959916,,,
Super Hearing Super Ear Amplifier,MEDICAL,4.1,21,20.0,1000,Free,0.0,Everyone,Medical,2018-06-11,1.1,4.1 and up,0.0,,,
Moodpath - Depression & Anxiety Test,MEDICAL,4.6,6035,8.9,100000,Free,0.0,Everyone,Medical,2018-07-05,1.2.0,4.4 and up,0.0,,,
Teach Me Anatomy,MEDICAL,4.7,9945,97.0,500000,Free,0.0,Everyone,Medical,2018-07-05,5.11,4.1 and up,0.0,,,
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12.0,100000,Free,0.0,Everyone,Medical,2018-07-26,1.3.185,4.1 and up,0.4182767368626743,,,
Brilliant Distinctions®,MEDICAL,2.8,78,72.0,50000,Free,0.0,Everyone,Medical,2018-06-27,2.2.12,4.4 and up,0.0,,,
98point6,MEDICAL,4.6,47,21.0,10000,Free,0.0,Everyone,Medical,2018-08-02,1.7.1 (946),5.0 and up,0.0,,,
MDLIVE: Talk to a Doctor 24/7,MEDICAL,3.4,650,27.0,100000,Free,0.0,Everyone,Medical,2018-07-23,4.23.0,4.4 and up,0.0,,,
Super Ear,MEDICAL,4.0,3498,6.6,100000,Free,0.0,Everyone,Medical,2018-05-01,1.7.2,4.0 and up,0.0,,,
VitusVet: Pet Health Care App,MEDICAL,4.8,3052,12.0,100000,Free,0.0,Everyone,Medical,2018-07-31,3.8.0,4.1 and up,0.0,,,
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000,Free,0.0,Everyone,Medical,2016-10-17,1.2.2,4.0 and up,0.0825405137397324,,,
Dexcom G6,MEDICAL,3.0,45,20.0,5000,Free,0.0,Everyone,Medical,2018-07-16,1.2.3.2,6.0 and up,0.0,,,
Nurse Grid,MEDICAL,4.5,1686,15.0,100000,Free,0.0,Everyone,Medical,2018-07-30,2.9,4.4 and up,0.0,,,
Castlight Mobile,MEDICAL,3.7,529,26.0,100000,Free,0.0,Everyone,Medical,2018-07-30,4.4.7,5.0 and up,0.0,,,
Sanford Guide:Antimicrobial Rx,MEDICAL,4.5,1388,3.3,100000,Free,0.0,Everyone,Medical,2018-07-03,2.1.11,4.1 and up,0.0,,,
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44.0,50000,Free,0.0,Everyone,Medical,2018-07-13,4.3.2.315,4.4 and up,0.3148148148148148,,,
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32.0,1000,Paid,79.99,Everyone,Medical,2018-06-18,19.0,4.0.3 and up,0.0,,,
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12.0,100000,Paid,9.0,Everyone,Medical,2018-07-16,2.0.7,4.0 and up,0.0,4.28,2448.0,7.99
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21189,36.0,1000000,Free,0.0,Everyone,Medical,2018-08-06,3.52.1,5.0 and up,0.0,,,
live Point,MEDICAL,3.6,54,17.0,5000,Free,0.0,Mature 17+,Medical,2018-07-03,2.6.5,4.1 and up,0.0,,,
Tarascon Pharmacopoeia,MEDICAL,4.4,275,5.8,10000,Free,0.0,Everyone 10+,Medical,2018-03-16,3.16.4.1669,4.4 and up,0.0,,,
Official NBSTSA CST Exam Prep,MEDICAL,4.4,2159,11.0,10000,Free,0.0,Everyone,Medical,2018-05-17,4.5.1,4.4 and up,0.0,,,
EMT-B Pocket Prep,MEDICAL,4.5,2951,16.0,50000,Free,0.0,Everyone,Medical,2018-07-11,4.5.2,4.4 and up,0.0,,,
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25.0,100000,Paid,24.99,Everyone,Medical,2018-05-25,2018.5.47,5.0 and up,0.0,,,
5-Minute Clinical Consult,MEDICAL,4.1,84,6.1,10000,Free,0.0,Everyone,Medical,2017-12-11,2.7.36,4.1 and up,0.0,,,
"Pzizz - Sleep, Nap, Focus",MEDICAL,4.3,5521,22.0,100000,Free,0.0,Everyone,Medical,2018-07-01,4.9.6,4.1 and up,0.0,,,
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28.0,50000,Free,0.0,Everyone,Medical,2018-05-02,4.5.1,4.4 and up,0.3791468253968253,,,
Johns Hopkins Guides ABX...,MEDICAL,4.7,73,6.3,10000,Free,0.0,Everyone,Medical,2017-12-08,2.7.36,4.1 and up,0.0,,,
ASCCP Mobile,MEDICAL,4.5,63,25.0,10000,Paid,9.99,Everyone,Medical,2016-10-03,2.1.1,2.2 and up,0.0,,,
FP Notebook,MEDICAL,4.5,408,60.0,50000,Free,0.0,Everyone,Medical,2018-03-24,2.1.0.372,4.4 and up,0.0,,,
Paramedic Protocol Provider,MEDICAL,4.5,171,20.0,10000,Paid,10.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up,0.0,,,
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4.2,33,8.0,10000,Free,0.0,Everyone,Medical,2018-05-02,2.6.2,4.2 and up,0.0,,,
Open Sesame - Touch Free Control,MEDICAL,4.4,197,20.0,10000,Free,0.0,Everyone,Medical,2018-08-02,3.5.7,7.0 and up,0.0,,,
Davis's Drug Guide,MEDICAL,3.9,272,6.4,50000,Free,0.0,Everyone,Medical,2017-12-11,2.7.36,4.1 and up,-0.1,,,
Deep Sleep and Relax Hypnosis,MEDICAL,4.2,4852,34.0,100000,Free,0.0,Everyone,Medical,2013-10-22,1.3,2.2 and up,0.0,,,
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,1000,Paid,16.99,Everyone,Medical,2017-01-27,1.0.5,4.0.3 and up,0.0,,,
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000,Paid,11.99,Mature 17+,Medical,2014-08-07,1.1.3,4.0.3 and up,0.2255163032858345,,,
EMT PASS,MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,Medical,2014-10-22,2.0.2,4.0 and up,0.0,,,
Christella VoiceUp,MEDICAL,4.1,38,70.0,5000,Free,0.0,Everyone,Medical,2018-07-12,2.1.4,4.1 and up,0.0,,,
Block Buddy,MEDICAL,4.0,15,5.0,1000,Paid,14.99,Everyone,Medical,2018-08-01,7.6.14,4.0 and up,0.0,,,
Complete Anatomy for Android,MEDICAL,4.1,90,21.0,1000,Free,0.0,Everyone,Medical,2018-07-11,1.0.0,7.0 and up,0.0,,,
GlassesOff,MEDICAL,3.5,1288,38.0,100000,Free,0.0,Everyone,Medical,2018-07-10,1.0.0.10,3.0 and up,0.0,,,
e-Anatomy,MEDICAL,4.0,1545,74.0,100000,Free,0.0,Everyone,Medical,2018-07-30,4.8.2,4.0.3 and up,0.0,,,
EMT Review Plus,MEDICAL,4.5,199,1.8,10000,Paid,11.99,Everyone,Medical,2018-06-27,3.0.5,4.4W and up,0.0,,,
Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12.0,5000,Free,0.0,Everyone,Medical,2018-07-12,4.5.3,4.4 and up,0.0,,,
Paramedic Pocket Prep,MEDICAL,4.3,460,13.0,10000,Free,0.0,Everyone,Medical,2018-07-12,4.5.2,4.4 and up,0.0,,,
Pedi STAT,MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,Medical,2018-04-06,3.0.1.0,4.1 and up,0.0,,,
AnatomyMapp,MEDICAL,4.1,80,48.0,5000,Paid,14.99,Everyone,Medical,2013-11-05,1.0,3.0 and up,0.0,,,
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000,Paid,9.99,Everyone,Medical,2018-07-16,6.5.1,5.0 and up,0.3636273107523108,,,
A Manual of Acupuncture,MEDICAL,3.5,214,68.0,1000,Paid,33.99,Everyone,Medical,2017-10-02,2.1.35,4.0 and up,0.0,,,
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2.3,17,6.8,1000,Free,0.0,Everyone,Medical,2018-03-29,2.6,4.2 and up,0.0,,,
Wide address pocket prep,MEDICAL,4.5,513,12.0,5000,Free,0.0,Everyone,Medical,2018-07-11,4.5.2,4.4 and up,0.0,,,
Nursing Central,MEDICAL,4.3,168,5.8,10000,Free,0.0,Everyone,Medical,2018-01-29,2.7.38,4.1 and up,0.0,,,
PTA Content Master,MEDICAL,4.2,64,41.0,1000,Paid,29.99,Everyone,Medical,2015-12-22,2.1,2.2 and up,0.0,,,
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25.0,10000,Paid,24.99,Everyone,Medical,2017-08-11,7.1.17,4.4 and up,0.0,,,
Tinnitus Alleviator,MEDICAL,3.1,82,42.0,5000,Free,0.0,Everyone,Medical,2017-12-23,1.6.17,4.1 and up,0.0,,,
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100,Paid,12.99,Everyone,Medical,2018-07-25,7,3.0 and up,0.0,,,
PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13.0,1000,Free,0.0,Everyone,Medical,2018-07-12,4.5.2,4.4 and up,0.0,,,
Dialysis of Drugs,MEDICAL,2.9,92,1.5,10000,Free,0.0,Everyone,Medical,2018-06-15,3.1-2018 – (13),4.0 and up,0.0,,,
abeoCoder,MEDICAL,3.1,83,3.2,10000,Free,0.0,Everyone,Medical,2018-07-30,6.6,4.1 and up,0.0,,,
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3,7.7,5000,Free,0.0,Everyone,Medical,2018-07-16,2.7.6,5.0 and up,0.0,,,
LTC AS Legal,MEDICAL,4.0,6,1.3,100,Paid,39.99,Everyone,Medical,2018-04-04,3.0.1,4.1 and up,0.0,,,
Lippincott Nursing Advisor,MEDICAL,3.8,343,26.0,50000,Free,0.0,Everyone,Medical,2018-05-01,3.3.1,4.1 and up,0.0,,,
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,Medical,2018-05-31,6.5.0,5.0 and up,0.0,,,
Official NBSTSA CSFA Exam Prep,MEDICAL,4.4,137,11.0,1000,Free,0.0,Everyone,Medical,2018-05-17,4.5.1,4.4 and up,0.0,,,
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,10000,Paid,2.99,Everyone,Medical,2018-04-25,1.17.0,4.0 and up,0.0,,,
Hospitalist Handbook,MEDICAL,4.8,12,18.0,1000,Paid,19.99,Everyone,Medical,2017-06-05,6.0.4,4.1 and up,0.0,,,
JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500,Free,0.0,Everyone,Medical,2018-07-21,1.1,4.0.3 and up,0.0,,,
Sway Medical,MEDICAL,5.0,3,22.0,100,Free,0.0,Everyone,Medical,2018-07-25,3.0.0,5.0 and up,0.0,,,
Exposure Ed,MEDICAL,3.0,2,16.0,500,Free,0.0,Everyone,Medical,2018-07-17,1.2.9,4.4 and up,0.0,,,
Nucleus Smart,MEDICAL,3.7,20,19.0,1000,Free,0.0,Everyone,Medical,2018-06-27,1.830.0.564-(e405bb2),5.0 and up,0.0,,,
Cochrane Library,MEDICAL,3.7,3,10.0,100,Free,0.0,Everyone,Medical,2018-07-17,1.5.0,4.1 and up,0.0,,,
Labs on Demand,MEDICAL,5.0,1,22.0,10,Free,0.0,Everyone,Medical,2018-08-03,1.2,4.2 and up,0.0,,,
Dermatology Atlas (Colored & Illustrative),MEDICAL,5.0,3,20.0,100,Free,0.0,Everyone,Medical,2018-07-19,1.0,4.1 and up,0.0,,,
Tablet Reminder,MEDICAL,5.0,4,2.5,5,Free,0.0,Everyone,Medical,2018-08-03,1.0,4.1 and up,0.0,,,
Galaxies of Hope,MEDICAL,5.0,2,24.0,50,Free,0.0,Everyone,Medical,2018-07-27,1.0,4.1 and up,0.0,,,
KBA-EZ Health Guide,MEDICAL,5.0,4,25.0,1,Free,0.0,Everyone,Medical,2018-08-02,1.0.72,4.0.3 and up,0.0,,,
FoothillsVet,MEDICAL,5.0,2,29.0,50,Free,0.0,Everyone,Medical,2018-07-11,300000.1.11,4.0.3 and up,0.0,,,
PrimeDelivery,MEDICAL,5.0,3,53.0,10,Free,0.0,Everyone,Medical,2018-07-13,0.1,4.1 and up,0.0,,,
You're an Anime,MEDICAL,5.0,2,83.0,10,Free,0.0,Everyone,Medical,2018-07-12,1.0,5.0 and up,0.0,,,
Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,5.0,1,4.6,5,Free,0.0,Everyone,Medical,2018-08-02,2.0,4.0 and up,0.0,,,
CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,46.0,100,Free,0.0,Everyone,Medical,2018-07-19,5.0.16,4.1 and up,0.0,,,
VetCode,MEDICAL,4.9,28,5.7,5000,Free,0.0,Everyone,Medical,2018-07-07,1.0,4.4 and up,0.0,,,
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,MEDICAL,5.0,1,4.2,10,Free,0.0,Everyone,Medical,2018-07-24,1.0,4.0.3 and up,0.0,,,
Pediatric Nursing,MEDICAL,4.9,14,7.0,100,Free,0.0,Everyone,Medical,2018-07-13,PN.1.0,4.0.3 and up,0.0,,,
Interpret Chest X-Ray With 100 Cases,MEDICAL,4.6,5,11.0,100,Free,0.0,Everyone,Medical,2018-08-03,1.0,4.1 and up,0.0,,,
Basics of Orthopaedics,MEDICAL,5.0,1,5.6,10,Free,0.0,Everyone,Medical,2018-07-27,1.0,4.1 and up,0.0,,,
Familyfirst Messenger,MEDICAL,4.0,1,3.3,10,Free,0.0,Everyone,Medical,2018-07-12,0.1.2,4.4 and up,0.0,,,
Clinic Doctor EHr,MEDICAL,5.0,2,7.1,5,Free,0.0,Everyone,Medical,2018-08-03,1.0.51.0.3,8.0 and up,0.0,,,
Teladoc Member,MEDICAL,4.0,2094,23.0,500000,Free,0.0,Everyone,Medical,2018-07-26,3.19,4.3 and up,0.0,,,
Anthem BC Anywhere,MEDICAL,2.6,496,24.0,100000,Free,0.0,Everyone,Medical,2018-07-27,8.0.226,4.4 and up,-0.1232334869431643,,,
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000,Free,0.0,Everyone,Medical,2018-07-16,2.25.0,4.4 and up,0.3032562929106828,,,
Ovia Fertility Tracker & Ovulation Calculator,MEDICAL,4.8,53747,13.0,1000000,Free,0.0,Everyone,Medical,2018-07-27,Varies with device,4.3 and up,0.0,,,
My Cancer Coach,MEDICAL,4.3,44,34.0,10000,Free,0.0,Everyone,Medical,2018-04-12,3.4.0.10,4.0.3 and up,0.0,,,
IHSS Help,MEDICAL,4.7,10,4.3,1000,Free,0.0,Everyone,Medical,2018-06-05,1.0,5.0 and up,0.0,,,
mobileRx Pharmacy,MEDICAL,2.5,124,43.0,10000,Free,0.0,Everyone,Medical,2017-01-13,3.0.2,3.0 and up,0.0,,,
Youper - AI Therapy,MEDICAL,4.6,2014,69.0,50000,Free,0.0,Everyone,Medical,2018-08-03,6.02.000,6.0 and up,0.0,,,
MoodSpace,MEDICAL,4.5,503,22.0,50000,Free,0.0,Everyone,Medical,2018-06-10,3.2.4,5.0 and up,0.0,,,
Super Hearing Super Ear Amplifier,MEDICAL,4.1,21,20.0,1000,Free,0.0,Everyone,Medical,2018-06-11,1.1,4.1 and up,0.0,,,
BURST Professionals,MEDICAL,4.5,11,25.0,1000,Free,0.0,Everyone,Medical,2018-01-17,1.0.7,4.2 and up,0.0,,,
LactMed,MEDICAL,4.3,573,2.0,100000,Free,0.0,Everyone,Medical,2017-06-01,3.1,3.0 and up,0.0,,,
ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700,37.0,100000,Free,0.0,Everyone,Medical,2018-06-21,3.3.0,4.4 and up,0.0,,,
Blue CareOnDemand,MEDICAL,4.4,163,40.0,10000,Free,0.0,Everyone,Medical,2018-06-29,10.4.1.015_05,4.0.3 and up,0.0,,,
PulsePoint AED,MEDICAL,4.5,330,17.0,50000,Free,0.0,Everyone,Medical,2018-07-31,1.12,4.0.3 and up,0.0,,,
All Mental disorders,MEDICAL,4.5,453,11.0,100000,Free,0.0,Everyone,Medical,2017-07-07,1.1,4.0.3 and up,0.1986024636532449,,,
Deaf Interpreter,MEDICAL,3.8,24,4.4,1000,Free,0.0,Everyone,Medical,2017-09-26,5.51,3.0 and up,0.0,,,
Nurse Grid,MEDICAL,4.5,1686,15.0,100000,Free,0.0,Everyone,Medical,2018-07-30,2.9,4.4 and up,0.0,,,
High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3,100000,Free,0.0,Everyone,Medical,2015-01-18,1.0,3.0 and up,0.4195335960960961,,,
